,Flight_ID,Source_Airport,Dest_Airport,Dep_Time,Arr_Time,Dep_Date,Arr_Date
52214,65626,23,22,5,12,53,53
52841,66253,25,3,5,8,53,53
52429,65841,26,25,5,21,53,53
52813,66225,27,7,5,20,53,53
52205,65617,28,25,5,24,53,53
52418,65830,29,10,5,12,53,53
52683,66095,29,24,5,13,53,53
52527,65939,1,15,6,22,53,53
52770,66182,1,15,6,1,53,54
52905,66317,2,20,6,11,53,53
52224,65636,3,2,6,4,53,54
52433,65845,3,2,6,11,53,53
52452,65864,4,13,6,10,53,53
52079,65491,5,2,6,13,53,53
52513,65925,6,30,6,20,53,53
52838,66250,6,16,6,17,53,53
52101,65513,7,2,6,8,53,53
52797,66209,7,6,6,4,53,54
52033,65445,8,29,6,9,53,53
52153,65565,8,14,6,21,53,53
52386,65798,8,5,6,18,53,53
52574,65986,9,28,6,9,53,53
52501,65913,10,23,6,9,53,53
52665,66077,10,14,6,7,53,53
51971,65383,11,19,6,4,53,54
52083,65495,11,17,6,9,53,53
52710,66122,11,16,6,15,53,53
52893,66305,11,14,6,19,53,53
51952,65364,12,22,6,11,53,53
52335,65747,12,21,6,19,53,53
52268,65680,14,20,6,18,53,53
52765,66177,14,1,6,22,53,53
52577,65989,16,8,6,1,53,54
52115,65527,17,18,6,3,53,54
52180,65592,18,25,6,2,53,54
52685,66097,18,9,6,9,53,53
51962,65374,19,15,6,1,53,54
51957,65369,20,22,6,3,53,54
52328,65740,20,13,6,3,53,54
52563,65975,20,29,6,5,53,54
52764,66176,20,28,6,9,53,53
52692,66104,21,24,6,10,53,53
52039,65451,24,21,6,14,53,53
52118,65530,25,19,6,9,53,53
52510,65922,25,10,6,15,53,53
52881,66293,25,11,6,22,53,53
52319,65731,26,5,6,11,53,53
52748,66160,27,6,6,11,53,53
51961,65373,28,23,6,1,53,54
52315,65727,28,12,6,9,53,53
52598,66010,28,15,6,1,53,54
52635,66047,28,9,6,14,53,53
52222,65634,1,21,7,24,53,53
52671,66083,1,20,7,23,53,53
52722,66134,1,23,7,12,53,53
52737,66149,1,4,7,15,53,53
52855,66267,2,11,7,13,53,53
52507,65919,3,17,7,8,53,53
52829,66241,3,18,7,20,53,53
52067,65479,4,19,7,13,53,53
52427,65839,4,17,7,18,53,53
52203,65615,5,1,7,23,53,53
52409,65821,5,17,7,20,53,53
51965,65377,10,4,7,1,53,54
52321,65733,12,4,7,21,53,53
52502,65914,12,10,7,13,53,53
52347,65759,13,5,7,13,53,53
52254,65666,14,2,7,15,53,53
52935,66347,15,26,7,1,53,54
52684,66096,16,29,7,16,53,53
52116,65528,17,4,7,1,53,54
52664,66076,18,14,7,13,53,53
52050,65462,19,5,7,8,53,53
52736,66148,20,7,7,14,53,53
52442,65854,21,7,7,8,53,53
52891,66303,21,18,7,17,53,53
52921,66333,21,8,7,24,53,53
52552,65964,23,9,7,13,53,53
52895,66307,23,10,7,14,53,53
52704,66116,24,14,7,8,53,53
52863,66275,24,26,7,9,53,53
52922,66334,24,11,7,10,53,53
52228,65640,25,1,7,4,53,54
52439,65851,26,25,7,18,53,53
52484,65896,26,23,7,23,53,53
52175,65587,27,18,7,15,53,53
52356,65768,27,6,7,14,53,53
52331,65743,28,8,7,10,53,53
52158,65570,29,6,7,10,53,53
52186,65598,29,20,7,24,53,53
52843,66255,29,28,7,14,53,53
52696,66108,1,10,8,12,53,53
52941,66353,1,12,8,17,53,53
52768,66180,2,18,8,9,53,53
52440,65852,3,11,8,10,53,53
52415,65827,4,22,8,18,53,53
52819,66231,4,18,8,22,53,53
52877,66289,4,20,8,6,53,54
52604,66016,6,2,8,10,53,53
52154,65566,8,12,8,11,53,53
52198,65610,8,22,8,21,53,53
52790,66202,8,12,8,11,53,53
52343,65755,9,29,8,24,53,53
51954,65366,10,1,8,11,53,53
52044,65456,10,9,8,16,53,53
52800,66212,10,9,8,9,53,53
52583,65995,12,25,8,11,53,53
52505,65917,14,21,8,15,53,53
52661,66073,14,22,8,7,53,54
52020,65432,17,16,8,13,53,53
52493,65905,17,24,8,3,53,54
52541,65953,20,25,8,12,53,53
52306,65718,21,11,8,5,53,54
52094,65506,23,22,8,12,53,53
52123,65535,23,3,8,24,53,53
51975,65387,24,23,8,9,53,53
52298,65710,24,5,8,16,53,53
52325,65737,24,25,8,10,53,53
52258,65670,25,26,8,18,53,53
52351,65763,26,19,8,14,53,53
52556,65968,26,14,8,4,53,54
52610,66022,26,20,8,19,53,53
52262,65674,28,3,8,2,53,54
52465,65877,28,27,8,22,53,53
52360,65772,29,3,8,12,53,53
52655,66067,29,3,8,2,53,54
52695,66107,30,15,8,16,53,53
52894,66306,30,4,8,19,53,53
52846,66258,1,3,9,23,53,53
51993,65405,2,18,9,21,53,53
52399,65811,2,8,9,2,53,54
52744,66156,4,25,9,4,53,54
51969,65381,5,3,9,15,53,53
52656,66068,5,4,9,22,53,53
52746,66158,5,13,9,5,53,54
52006,65418,6,28,9,2,53,54
52924,66336,6,15,9,20,53,53
52034,65446,7,14,9,11,53,53
52647,66059,7,30,9,4,53,54
52888,66300,7,21,9,12,53,53
52089,65501,9,13,9,19,53,53
52805,66217,9,23,9,23,53,53
51999,65411,10,2,9,20,53,53
52508,65920,11,3,9,1,53,54
52756,66168,11,14,9,10,53,53
52200,65612,13,20,9,13,53,53
52762,66174,13,18,9,23,53,53
52926,66338,13,3,9,14,53,53
52139,65551,14,13,9,5,53,54
52102,65514,15,5,9,5,53,54
52106,65518,15,2,9,15,53,53
52591,66003,16,13,9,23,53,53
52133,65545,17,22,9,23,53,53
52835,66247,18,19,9,5,53,54
52646,66058,19,13,9,10,53,53
52338,65750,20,19,9,8,53,54
52008,65420,21,18,9,22,53,53
52836,66248,21,19,9,7,53,54
51963,65375,24,23,9,24,53,53
52640,66052,24,14,9,15,53,53
51977,65389,25,18,9,4,53,54
52750,66162,25,24,9,17,53,53
52460,65872,26,11,9,2,53,54
52946,66358,26,9,9,12,53,53
52059,65471,27,4,9,19,53,53
52674,66086,28,24,9,17,53,53
52929,66341,28,10,9,5,53,54
51953,65365,29,27,9,22,53,53
52172,65584,29,3,9,24,53,53
52230,65642,29,24,9,23,53,53
52816,66228,29,28,9,18,53,53
52297,65709,30,8,9,4,53,54
52290,65702,1,2,10,18,53,53
52422,65834,3,10,10,23,53,53
52682,66094,3,20,10,24,53,53
52444,65856,4,30,10,4,53,54
52812,66224,5,12,10,23,53,53
52303,65715,6,10,10,18,53,53
52353,65765,7,8,10,12,53,53
52634,66046,7,6,10,15,53,53
52362,65774,8,28,10,5,53,54
52531,65943,8,6,10,12,53,53
52873,66285,9,28,10,6,53,54
52814,66226,11,20,10,20,53,53
52473,65885,12,8,10,18,53,53
52747,66159,12,17,10,20,53,53
51973,65385,13,21,10,11,53,53
52782,66194,14,4,10,18,53,53
52837,66249,14,8,10,21,53,53
52499,65911,15,21,10,15,53,53
52694,66106,16,23,10,15,53,53
52723,66135,16,25,10,22,53,53
52575,65987,17,3,10,6,53,54
52663,66075,17,10,10,5,53,54
52766,66178,17,12,10,3,53,54
52346,65758,18,12,10,23,53,53
52249,65661,19,18,10,18,53,53
52065,65477,20,2,10,2,53,54
52279,65691,20,21,10,18,53,53
52326,65738,20,25,10,19,53,53
52915,66327,20,23,10,8,53,54
52312,65724,21,1,10,1,53,54
52480,65892,21,22,10,14,53,53
52294,65706,22,18,10,8,53,54
52354,65766,25,18,10,23,53,53
52469,65881,26,7,10,9,53,54
52590,66002,27,26,10,6,53,54
52801,66213,27,1,10,7,53,54
52019,65431,28,27,10,23,53,53
52811,66223,28,8,10,19,53,53
52217,65629,2,28,11,14,53,53
52225,65637,2,20,11,9,53,54
52240,65652,2,15,11,23,53,53
52773,66185,2,19,11,21,53,53
52858,66270,2,7,11,2,53,54
52017,65429,4,1,11,23,53,53
52607,66019,4,16,11,5,53,54
52752,66164,4,19,11,1,53,54
52313,65725,5,4,11,16,53,53
52759,66171,5,11,11,19,53,53
52672,66084,6,26,11,4,53,54
52709,66121,6,1,11,16,53,53
52580,65992,9,30,11,13,53,53
52120,65532,10,3,11,16,53,53
52339,65751,10,28,11,7,53,54
52408,65820,10,7,11,5,53,54
52529,65941,10,17,11,20,53,53
52582,65994,10,23,11,10,53,54
52250,65662,11,10,11,18,53,53
52677,66089,11,19,11,23,53,53
52251,65663,12,26,11,8,53,54
52075,65487,13,15,11,19,53,53
52108,65520,13,19,11,17,53,53
52349,65761,13,2,11,21,53,53
52169,65581,15,10,11,20,53,53
52931,66343,16,6,11,1,53,54
52670,66082,18,24,11,3,53,54
52718,66130,19,13,11,5,53,54
52780,66192,19,24,11,16,53,53
52057,65469,22,23,11,7,53,54
52096,65508,23,6,11,20,53,53
52388,65800,24,11,11,8,53,54
52129,65541,25,22,11,7,53,54
52235,65647,25,18,11,4,53,54
52562,65974,25,20,11,10,53,54
52875,66287,25,4,11,24,53,53
52038,65450,26,29,11,12,53,53
52014,65426,27,8,11,22,53,53
52036,65448,27,22,11,19,53,53
52099,65511,27,20,11,5,53,54
52127,65539,27,26,11,12,53,53
52147,65559,28,6,11,24,53,53
52280,65692,29,17,11,14,53,53
52808,66220,29,17,11,9,53,54
52810,66222,29,8,11,1,53,54
52424,65836,1,29,12,24,53,53
52679,66091,1,7,12,4,53,54
52259,65671,2,16,12,15,53,53
52566,65978,2,9,12,10,53,54
52194,65606,3,4,12,24,53,53
52350,65762,3,26,12,4,53,54
52524,65936,3,29,12,23,53,53
52013,65425,6,18,12,14,53,53
51967,65379,7,5,12,15,53,53
52923,66335,7,13,12,13,53,53
52111,65523,8,19,12,10,53,54
52395,65807,9,19,12,7,53,54
52410,65822,9,8,12,24,53,53
52792,66204,9,18,12,18,53,53
52382,65794,10,9,12,22,53,53
52794,66206,10,1,12,5,53,54
52861,66273,10,18,12,15,53,53
52202,65614,11,7,12,22,53,53
52601,66013,13,29,12,20,53,53
52840,66252,13,15,12,22,53,53
52049,65461,14,12,12,19,53,53
52472,65884,14,1,12,4,53,54
52109,65521,15,13,12,21,53,53
52639,66051,17,24,12,21,53,53
52431,65843,19,16,12,16,53,53
52526,65938,19,14,12,20,53,53
52283,65695,20,18,12,2,53,54
52387,65799,20,7,12,8,53,54
52884,66296,20,3,12,7,53,54
52925,66337,20,10,12,19,53,53
52435,65847,21,15,12,10,53,54
52028,65440,22,11,12,23,53,53
52489,65901,22,8,12,24,53,53
52512,65924,23,20,12,16,53,53
52584,65996,23,14,12,10,53,54
52002,65414,24,18,12,2,53,54
52189,65601,24,10,12,2,53,54
52103,65515,26,7,12,3,53,54
52625,66037,26,24,12,9,53,54
52793,66205,26,25,12,23,53,53
52514,65926,27,24,12,15,53,53
52626,66038,27,29,12,7,53,54
52178,65590,29,22,12,18,53,53
52504,65916,29,3,12,5,53,54
52673,66085,29,19,12,15,53,53
52817,66229,29,1,12,24,53,53
52651,66063,30,22,12,3,53,54
52428,65840,2,23,13,1,53,54
52707,66119,2,13,13,22,53,53
52432,65844,4,15,13,1,53,54
52579,65991,4,2,13,8,53,54
52137,65549,5,4,13,3,53,54
52854,66266,5,17,13,19,53,53
52728,66140,6,3,13,21,53,53
52286,65698,7,12,13,5,53,54
52595,66007,8,16,13,16,53,53
52880,66292,9,24,13,11,53,54
52401,65813,10,11,13,22,53,53
52053,65465,12,11,13,11,53,54
52318,65730,12,22,13,22,53,53
52916,66328,12,16,13,1,53,54
52705,66117,13,12,13,10,53,54
52304,65716,14,18,13,9,53,54
52015,65427,15,16,13,10,53,54
52277,65689,15,25,13,8,53,54
52593,66005,16,24,13,6,53,54
52735,66147,16,15,13,17,53,53
52448,65860,17,10,13,12,53,54
52082,65494,18,30,13,8,53,54
52113,65525,21,9,13,11,53,54
52334,65746,22,26,13,9,53,54
52720,66132,24,27,13,11,53,54
52179,65591,26,18,13,3,53,54
52396,65808,27,1,13,18,53,53
52031,65443,29,9,13,12,53,54
51990,65402,30,7,13,6,53,54
52913,66325,30,3,13,7,53,54
52883,66295,1,14,14,10,53,54
52030,65442,2,24,14,18,53,53
52612,66024,2,28,14,20,53,53
52140,65552,3,4,14,18,53,53
52738,66150,3,27,14,16,53,53
52167,65579,4,1,14,10,53,54
52713,66125,4,10,14,23,53,53
52393,65805,5,4,14,23,53,53
52264,65676,6,27,14,7,53,54
52557,65969,6,28,14,17,53,53
52573,65985,6,10,14,5,53,54
52619,66031,6,12,14,24,53,53
51972,65384,7,24,14,21,53,53
52822,66234,7,30,14,19,53,53
52828,66240,8,2,14,19,53,53
52311,65723,10,3,14,16,53,53
52068,65480,11,2,14,5,53,54
52659,66071,12,15,14,15,53,53
52834,66246,12,23,14,13,53,54
52183,65595,13,4,14,7,53,54
52327,65739,13,16,14,12,53,54
52464,65876,13,6,14,13,53,54
52074,65486,14,8,14,10,53,54
52367,65779,14,24,14,21,53,53
52374,65786,14,25,14,4,53,54
52405,65817,14,18,14,17,53,53
52372,65784,15,19,14,16,53,53
52606,66018,16,11,14,11,53,54
52636,66048,16,24,14,7,53,54
52482,65894,17,5,14,17,53,53
52776,66188,17,1,14,10,53,54
52061,65473,18,1,14,23,53,53
52364,65776,18,15,14,10,53,54
52643,66055,19,24,14,7,53,54
52282,65694,20,18,14,11,53,54
52375,65787,21,29,14,1,53,54
52085,65497,22,23,14,17,53,53
52897,66309,24,8,14,6,53,54
52379,65791,25,5,14,9,53,54
52572,65984,25,29,14,21,53,53
52616,66028,25,18,14,10,53,54
52645,66057,25,8,14,22,53,53
52807,66219,25,2,14,11,53,54
52056,65468,26,22,14,9,53,54
52420,65832,26,2,14,18,53,53
52869,66281,27,2,14,12,53,54
52243,65655,28,17,14,21,53,53
52803,66215,28,19,14,23,53,53
52390,65802,29,8,14,2,53,54
52022,65434,30,12,14,21,53,53
52073,65485,30,12,14,7,53,54
52739,66151,2,23,15,11,53,54
52252,65664,4,3,15,23,53,53
52500,65912,4,20,15,11,53,54
52270,65682,6,2,15,4,53,54
52272,65684,6,8,15,2,53,54
52330,65742,6,9,15,17,53,53
52421,65833,6,25,15,6,53,54
52135,65547,7,17,15,13,53,54
52618,66030,7,14,15,20,53,53
52100,65512,8,12,15,7,53,54
52874,66286,8,14,15,9,53,54
52743,66155,9,11,15,17,53,53
52827,66239,9,19,15,2,53,54
52358,65770,10,28,15,20,53,53
52632,66044,11,19,15,14,53,54
52345,65757,12,21,15,14,53,54
52185,65597,15,10,15,14,53,54
51964,65376,16,30,15,9,53,54
52025,65437,16,27,15,22,53,53
52095,65507,16,13,15,5,53,54
52608,66020,16,17,15,4,53,54
52716,66128,17,29,15,19,53,53
52700,66112,18,6,15,4,53,54
51966,65378,19,16,15,9,53,54
52003,65415,19,13,15,20,53,53
52018,65430,19,28,15,16,53,53
52564,65976,19,14,15,12,53,54
52263,65675,20,7,15,18,53,53
52760,66172,21,9,15,12,53,54
51985,65397,22,23,15,14,53,54
52048,65460,22,13,15,12,53,54
52658,66070,22,13,15,22,53,53
51992,65404,23,9,15,16,53,53
52458,65870,23,9,15,19,53,53
52653,66065,24,23,15,7,53,54
52798,66210,24,15,15,6,53,54
52144,65556,25,5,15,18,53,53
52721,66133,25,21,15,2,53,54
52310,65722,27,18,15,13,53,54
52404,65816,27,9,15,3,53,54
52446,65858,27,21,15,23,53,53
52917,66329,27,4,15,8,53,54
52649,66061,30,26,15,19,53,53
52407,65819,1,23,16,23,53,53
52795,66207,1,3,16,12,53,54
52239,65651,2,21,16,7,53,54
52725,66137,2,25,16,15,53,54
52882,66294,3,7,16,6,53,54
52806,66218,6,9,16,24,53,53
52487,65899,7,18,16,22,53,53
52732,66144,7,3,16,19,53,53
52783,66195,8,7,16,19,53,53
52520,65932,9,5,16,19,53,53
52701,66113,9,30,16,7,53,54
52076,65488,11,24,16,8,53,54
52535,65947,12,23,16,9,53,54
52680,66092,12,15,16,19,53,53
52509,65921,15,23,16,23,53,53
52237,65649,18,27,16,15,53,54
52232,65644,19,16,16,3,53,54
52481,65893,19,18,16,2,53,54
52559,65971,20,30,16,2,53,54
52602,66014,21,26,16,24,53,53
52868,66280,21,9,16,19,53,53
52248,65660,22,8,16,10,53,54
52274,65686,23,4,16,19,53,53
52754,66166,23,30,16,18,53,53
52027,65439,26,18,16,20,53,53
52146,65558,26,21,16,8,53,54
52491,65903,26,6,16,18,53,53
52594,66006,26,24,16,10,53,54
52676,66088,26,16,16,5,53,54
52131,65543,27,7,16,13,53,54
52741,66153,28,12,16,9,53,54
52070,65482,29,27,16,12,53,54
52196,65608,29,25,16,5,53,54
52084,65496,30,3,16,12,53,54
52104,65516,1,29,17,16,53,54
52322,65734,1,3,17,5,53,54
52497,65909,3,12,17,12,53,54
52515,65927,3,19,17,19,53,53
52211,65623,5,28,17,22,53,53
52245,65657,6,18,17,8,53,54
52276,65688,8,17,17,11,53,54
52176,65588,9,6,17,4,53,54
52042,65454,10,14,17,9,53,54
52212,65624,10,26,17,9,53,54
52426,65838,10,30,17,7,53,54
52506,65918,10,28,17,20,53,53
52857,66269,10,30,17,10,53,54
51991,65403,12,11,17,18,53,53
52029,65441,12,5,17,6,53,54
52242,65654,12,17,17,8,53,54
52046,65458,13,19,17,23,53,53
52771,66183,14,19,17,12,53,54
51951,65363,16,22,17,24,53,53
52086,65498,16,14,17,14,53,54
51994,65406,17,21,17,2,53,54
52678,66090,18,6,17,2,53,54
52072,65484,19,26,17,9,53,54
52093,65505,19,7,17,13,53,54
52152,65564,19,27,17,15,53,54
52163,65575,22,19,17,5,53,54
52688,66100,22,13,17,11,53,54
52717,66129,22,25,17,10,53,54
52009,65421,23,27,17,9,53,54
52751,66163,23,21,17,1,53,54
52853,66265,23,5,17,15,53,54
52012,65424,24,19,17,5,53,54
52878,66290,24,7,17,16,53,54
52802,66214,26,12,17,7,53,54
52380,65792,29,11,17,20,53,53
52400,65812,29,28,17,14,53,54
52620,66032,29,2,17,18,53,53
52745,66157,29,14,17,20,53,53
52660,66072,30,27,17,1,53,54
52161,65573,1,3,18,14,53,54
52587,65999,1,27,18,22,53,53
52525,65937,4,20,18,10,53,54
52561,65973,4,13,18,8,53,54
52000,65412,6,27,18,19,53,53
52125,65537,6,14,18,6,53,54
52633,66045,7,15,18,17,53,54
52192,65604,8,22,18,13,53,54
52184,65596,9,2,18,20,53,53
52654,66066,9,18,18,21,53,53
52687,66099,9,22,18,17,53,54
52731,66143,9,25,18,21,53,53
52471,65883,11,6,18,2,53,54
52690,66102,11,10,18,12,53,54
52729,66141,11,26,18,13,53,54
52478,65890,13,18,18,16,53,54
52899,66311,13,12,18,6,53,54
52077,65489,14,25,18,21,53,53
52132,65544,14,9,18,9,53,54
52141,65553,16,15,18,1,53,54
52586,65998,16,18,18,9,53,54
52411,65823,17,7,18,15,53,54
52560,65972,17,20,18,12,53,54
52699,66111,17,30,18,23,53,53
52809,66221,18,12,18,21,53,53
52479,65891,20,11,18,3,53,54
52719,66131,21,28,18,2,53,54
52389,65801,22,7,18,11,53,54
52786,66198,22,9,18,20,53,53
52064,65476,24,30,18,16,53,54
52121,65533,24,25,18,13,53,54
52021,65433,25,30,18,17,53,54
51997,65409,26,9,18,5,53,54
52208,65620,27,22,18,10,53,54
52570,65982,27,13,18,8,53,54
52148,65560,28,27,18,6,53,54
52112,65524,30,29,18,24,53,53
52791,66203,30,15,18,22,53,53
52142,65554,1,6,19,14,53,54
52406,65818,1,6,19,12,53,54
52742,66154,1,11,19,23,53,53
52652,66064,2,21,19,17,53,54
52052,65464,3,6,19,17,53,54
52788,66200,3,4,19,11,53,54
52055,65467,4,17,19,9,53,54
52391,65803,4,12,19,9,53,54
52622,66034,4,29,19,22,53,53
52708,66120,4,16,19,15,53,54
52761,66173,4,1,19,11,53,54
52944,66356,4,15,19,22,53,53
51959,65371,5,9,19,3,53,54
52136,65548,6,14,19,21,53,53
52305,65717,6,7,19,14,53,54
52035,65447,7,3,19,23,53,53
52703,66115,7,10,19,4,53,54
52549,65961,8,9,19,16,53,54
52693,66105,8,1,19,22,53,53
52778,66190,8,13,19,14,53,54
52821,66233,8,26,19,12,53,54
52543,65955,9,27,19,10,53,54
52691,66103,9,17,19,20,53,53
52702,66114,10,19,19,14,53,54
52900,66312,10,2,19,23,53,53
52369,65781,12,28,19,14,53,54
52879,66291,12,18,19,22,53,53
51974,65386,13,18,19,9,53,54
52256,65668,15,1,19,15,53,54
52641,66053,15,28,19,7,53,54
52199,65611,16,18,19,6,53,54
52826,66238,16,21,19,6,53,54
52638,66050,17,7,19,12,53,54
52092,65504,18,12,19,17,53,54
52223,65635,18,17,19,22,53,53
52567,65979,18,30,19,22,53,53
52627,66039,18,16,19,17,53,54
52867,66279,18,26,19,6,53,54
51970,65382,19,15,19,5,53,54
52001,65413,19,6,19,13,53,54
52377,65789,19,28,19,17,53,54
52698,66110,19,26,19,20,53,53
52532,65944,21,26,19,24,53,53
52911,66323,22,21,19,13,53,54
52004,65416,23,13,19,2,53,54
52119,65531,23,15,19,22,53,53
52300,65712,23,8,19,24,53,53
52174,65586,24,27,19,6,53,54
52041,65453,25,2,19,8,53,54
52201,65613,25,21,19,9,53,54
52831,66243,26,22,19,14,53,54
52706,66118,27,20,19,23,53,53
52357,65769,28,17,19,11,53,54
52373,65785,28,14,19,18,53,54
52145,65557,29,14,19,13,53,54
52342,65754,29,28,19,8,53,54
51989,65401,30,29,19,15,53,54
52796,66208,30,15,19,1,53,54
52032,65444,1,17,20,17,53,54
52414,65826,1,5,20,7,53,54
52302,65714,2,13,20,10,53,54
52534,65946,3,30,20,5,53,54
52850,66262,3,29,20,23,53,53
52592,66004,4,3,20,13,53,54
52317,65729,6,24,20,21,53,53
52157,65569,8,13,20,15,53,54
52544,65956,8,24,20,13,53,54
52933,66345,8,19,20,18,53,54
52191,65603,9,26,20,1,53,54
52758,66170,10,9,20,18,53,54
51976,65388,12,5,20,8,53,54
52669,66081,12,21,20,16,53,54
51960,65372,13,22,20,10,53,54
52226,65638,16,21,20,10,53,54
52332,65744,16,29,20,22,53,53
52361,65773,16,12,20,11,53,54
52681,66093,16,8,20,5,53,54
52010,65422,18,14,20,9,53,54
52860,66272,18,17,20,15,53,54
52904,66316,19,23,20,9,53,54
52193,65605,21,22,20,17,53,54
52281,65693,21,13,20,12,53,54
52611,66023,21,2,20,4,53,54
52023,65435,23,5,20,3,53,54
52088,65500,23,9,20,5,53,54
52166,65578,23,21,20,22,53,53
52271,65683,24,23,20,6,53,54
52467,65879,24,15,20,3,53,54
52551,65963,24,16,20,12,53,54
52523,65935,25,13,20,3,53,54
52818,66230,25,1,20,10,53,54
52213,65625,26,23,20,12,53,54
52376,65788,27,14,20,17,53,54
52181,65593,28,6,20,3,53,54
52749,66161,28,23,20,1,53,54
52323,65735,29,26,20,23,53,53
52447,65859,30,12,20,14,53,54
52662,66074,30,13,20,3,53,54
52134,65546,1,15,21,11,53,54
52845,66257,1,19,21,19,53,54
52901,66313,2,1,21,2,53,54
52425,65837,6,24,21,9,53,54
52466,65878,6,28,21,12,53,54
52546,65958,6,16,21,12,53,54
52631,66043,6,12,21,12,53,54
52492,65904,9,5,21,2,53,54
52291,65703,10,25,21,1,53,54
52832,66244,10,25,21,6,53,54
52366,65778,11,8,21,1,53,54
52903,66315,12,29,21,19,53,54
52753,66165,14,22,21,20,53,54
52381,65793,15,27,21,9,53,54
52569,65981,16,2,21,11,53,54
52887,66299,16,18,21,10,53,54
52267,65679,18,29,21,14,53,54
52171,65583,19,7,21,14,53,54
52940,66352,19,5,21,4,53,54
52686,66098,20,8,21,1,53,54
52443,65855,21,2,21,1,53,54
52293,65705,22,2,21,24,53,53
52437,65849,22,20,21,3,53,54
52675,66087,22,19,21,24,53,53
52870,66282,22,21,21,24,53,53
52231,65643,24,30,21,9,53,54
52309,65721,24,2,21,20,53,54
52363,65775,24,23,21,22,53,53
52434,65846,24,3,21,6,53,54
52454,65866,24,12,21,11,53,54
52476,65888,24,29,21,9,53,54
52087,65499,25,29,21,11,53,54
52344,65756,27,4,21,24,53,53
52463,65875,29,15,21,24,53,53
52568,65980,29,25,21,3,53,54
52236,65648,30,4,21,1,53,54
52615,66027,30,16,21,10,53,54
52859,66271,30,7,21,19,53,54
52844,66256,3,16,22,20,53,54
51986,65398,4,5,22,15,53,54
52468,65880,4,17,22,18,53,54
52519,65931,4,10,22,19,53,54
52278,65690,5,12,22,24,53,53
52642,66054,5,14,22,21,53,54
52617,66029,6,30,22,24,53,53
52865,66277,6,30,22,19,53,54
52218,65630,7,13,22,21,53,54
52597,66009,7,16,22,21,53,54
52787,66199,7,24,22,24,53,53
52164,65576,8,7,22,3,53,54
52521,65933,9,17,22,23,53,53
52774,66186,9,29,22,10,53,54
52210,65622,11,20,22,5,53,54
52005,65417,12,7,22,7,53,54
52571,65983,12,1,22,14,53,54
51988,65400,13,3,22,8,53,54
52284,65696,15,28,22,1,53,54
51979,65391,16,15,22,3,53,54
52462,65874,16,27,22,17,53,54
52932,66344,16,25,22,21,53,54
52241,65653,17,11,22,19,53,54
52026,65438,18,8,22,3,53,54
52060,65472,18,2,22,3,53,54
52540,65952,18,3,22,21,53,54
52842,66254,18,23,22,3,53,54
52037,65449,19,21,22,2,53,54
52275,65687,23,7,22,5,53,54
52485,65897,23,29,22,18,53,54
52937,66349,23,7,22,18,53,54
52848,66260,24,27,22,10,53,54
52419,65831,25,6,22,5,53,54
52337,65749,26,1,22,3,53,54
52558,65970,26,17,22,14,53,54
52329,65741,27,24,22,15,53,54
52839,66251,27,13,22,11,53,54
52288,65700,29,9,22,23,53,53
52624,66036,29,18,22,11,53,54
52907,66319,2,21,23,16,53,54
51950,65362,3,2,23,8,53,54
52943,66355,4,15,23,8,53,54
52689,66101,5,4,23,17,53,54
52772,66184,5,6,23,15,53,54
52830,66242,5,2,23,18,53,54
52890,66302,6,4,23,10,53,54
52051,65463,8,15,23,4,53,54
52403,65815,8,28,23,3,53,54
52906,66318,9,1,23,24,53,53
52159,65571,10,26,23,13,53,54
52289,65701,10,11,23,6,53,54
52530,65942,13,28,23,5,53,54
52909,66321,13,19,23,9,53,54
52110,65522,14,29,23,7,53,54
52503,65915,14,22,23,5,53,54
52714,66126,14,16,23,19,53,54
52715,66127,14,15,23,2,53,54
52229,65641,15,3,23,1,53,54
52613,66025,15,26,23,12,53,54
52206,65618,17,24,23,2,53,54
52292,65704,17,19,23,22,53,54
52182,65594,18,27,23,7,53,54
52475,65887,18,30,23,24,53,53
52908,66320,18,1,23,11,53,54
52589,66001,19,18,23,22,53,54
52333,65745,20,18,23,19,53,54
52930,66342,20,2,23,22,53,54
52071,65483,21,14,23,7,53,54
52630,66042,21,5,23,10,53,54
52781,66193,21,12,23,14,53,54
52234,65646,22,18,23,1,53,54
52849,66261,22,23,23,3,53,54
52445,65857,23,29,23,24,53,53
52833,66245,23,1,23,3,53,54
52220,65632,25,21,23,18,53,54
51968,65380,26,5,23,14,53,54
52889,66301,26,4,23,7,53,54
52150,65562,27,4,23,7,53,54
52269,65681,27,20,23,4,53,54
52934,66346,27,20,23,3,53,54
52412,65824,29,21,23,22,53,54
52370,65782,1,16,24,3,53,54
52378,65790,1,21,24,13,53,54
52453,65865,1,12,24,3,53,54
52238,65650,2,16,24,14,53,54
52295,65707,3,20,24,19,53,54
52320,65732,3,2,24,10,53,54
52928,66340,3,15,24,21,53,54
52936,66348,3,20,24,18,53,54
52124,65536,4,11,24,13,53,54
52785,66197,5,11,24,14,53,54
51987,65399,8,18,24,22,53,54
52105,65517,9,7,24,13,53,54
52233,65645,9,24,24,15,53,54
52340,65752,9,30,24,2,53,54
52128,65540,10,20,24,6,53,54
52204,65616,10,17,24,18,53,54
52767,66179,10,5,24,18,53,54
52856,66268,10,12,24,15,53,54
52490,65902,13,20,24,2,53,54
52550,65962,13,19,24,7,53,54
